"GeneID","03-11-2O_young","06-10-2O_old","08-11-2O_young","13-10-2O_young","18-08-2O_old","23-05-2O_old","29-09-2O_old","30-06-2O_young"
"ENSMUSG00000017478",3298.001,2544.996,2904.999,3689.902,2054,2968.674,3267.142,3249.573
"ENSMUSG00000017485",7159.598,5503.061,7660.181,7304.541,4763.342,6199.144,7405.625,8089.693
"ENSMUSG00000017491",36.459,24.233,51.972,44.576,44.658,53.356,74.515,24.247
"ENSMUSG00000017493",3757.268,6967.258,8157.029,5157.431,9709.06,6114.946,9129.703,6615.561
"ENSMUSG00000017499",505,199,334,546.001,107,224,209.001,418
"ENSMUSG00000017548",3595.908,3632.213,3379.859,3746.039,4120.48,3440.112,3723.997,4269.001
"ENSMUSG00000017550",697.011,382,551,707,232,437,458.001,683
"ENSMUSG00000017561",1017.856,867.229,888.252,1053.845,1109.884,894.048,924.767,1326.381
"ENSMUSG00000017588",0,0,0,0,4,0,0,1
"ENSMUSG00000017607",72.031,62.094,50.679,48.004,53.336,142.007,93.037,126.15
"ENSMUSG00000017615",2866,2604.002,2917.627,2986,3006.467,2854.574,2956,3181
"ENSMUSG00000017631",2129.993,1938.999,2215.998,2999.001,1770,2872.037,2911,3195.327
"ENSMUSG00000017639",494,1196.002,305,565,946,767,258.001,419
"ENSMUSG00000017652",70.42,109.687,86.216,98.371,192.04,80.119,122.377,144.732
"ENSMUSG00000017664",1017.03,1051.001,1214.093,1213.933,903.764,1243.662,982.014,1330.02
"ENSMUSG00000017667",805.449,617,595,1109,605,991.989,1118.142,965
"ENSMUSG00000017670",1496.445,1443.026,1617.002,1810.623,1407.006,1622.229,1628.013,1769.098
"ENSMUSG00000017677",7696.706,5320.514,6024.166,9256.463,5906.828,9246.085,10901.037,8686.827
"ENSMUSG00000017679",995.998,1242.092,2380.938,1347.802,1372.897,1094,1193.916,1508.277
"ENSMUSG00000017686",2740.67,2961.631,2889.394,3110,2612.213,2887.735,2868.723,3435.653
"ENSMUSG00000017688",0,1,2,1,2,1,0,2.257
"ENSMUSG00000017692",120.059,165.006,108.001,144.074,193.004,174.073,278.622,156.001
"ENSMUSG00000017697",247,465,361,370,454,506,428,415
"ENSMUSG00000017707",36363.413,46634.292,70064.22,42836.163,41302.838,45999.2,46061.435,41447.405
"ENSMUSG00000017713",291,423.001,276,295,635,352.409,275,460
"ENSMUSG00000017715",2019.482,1914.846,2353.132,2560.32,1987.685,1402.034,1955.517,1979.066
"ENSMUSG00000017716",1321.713,495.206,1208.355,1486.589,294.588,597.237,507.426,1330.159
"ENSMUSG00000017718",325.164,302.588,305.055,332.627,470.863,530.789,368.357,550.147
"ENSMUSG00000017720",0,4,0,0,3,0,2,0
"ENSMUSG00000017721",2757.001,3266.79,3387.636,2903.015,2091,2960.293,2575.001,2592.005
"ENSMUSG00000017723",11,27,27,18,39,136,28,16
"ENSMUSG00000017724",107.999,45,106,112.001,25,63.001,93,131.001
"ENSMUSG00000017733",11,12,17,48,5,6,0,98
"ENSMUSG00000017734",332.371,344.392,554.57,377.759,498.001,545.44,487,445.33
"ENSMUSG00000017737",115,82,92,86,118.117,149,167,117
"ENSMUSG00000017740",327.177,186.001,232.044,375.047,324.999,195.344,199,293.001
"ENSMUSG00000017747",524.249,666.889,805.358,563.999,928.341,696.958,451.17,652.466
"ENSMUSG00000017754",1607.196,1291.704,856.95,1774.497,1599.756,1427.644,1882.745,1614.865
"ENSMUSG00000017756",10021.369,20374.917,6450.328,7862.583,13143.67,11069.013,8838.465,6927.918
"ENSMUSG00000017760",5288.83,5267.167,7131.483,6234.932,6419.174,7170.104,6621.178,8695.104
"ENSMUSG00000017764",269,323,279,418,222,297,294,297.907
"ENSMUSG00000017765",2417,2507.41,3084,3399.63,2174.034,2807.144,3631.324,3004
"ENSMUSG00000017767",0,1,0,1,0,7,0,4.093
"ENSMUSG00000017774",3621.313,4930.232,5223.002,4898.063,3671.206,4103.542,4791.146,4198.287
"ENSMUSG00000017776",5466.475,6128,6617.999,6795.517,6060.17,5780.461,6289.768,6530.605
"ENSMUSG00000017778",5337.166,5214.785,6606.329,5165.679,6220.296,5755.863,3972.281,6289.312
"ENSMUSG00000017781",4503.491,4971.737,5766,4774.222,5080.522,4828,5039.817,5470.1
"ENSMUSG00000017801",927.895,1208.376,1337.253,1272.505,1427.389,1657.688,1127.123,1392.239
"ENSMUSG00000017802",2472.698,2525.024,3048.71,3184.359,2695.732,3579,2779.057,3927.333
"ENSMUSG00000017817",299,508,566.052,735,370,489,570,507.82
"ENSMUSG00000017830",97,163.001,302.001,194,271.999,205.999,276,175
"ENSMUSG00000017831",4367.746,4986.649,5606.044,4346.774,6772.588,5485.854,4603.993,5745.232
"ENSMUSG00000017832",7,6,7,9,6,5,6,5
"ENSMUSG00000017837",918.038,1072.563,1184.7,882.564,964.806,879.156,630.182,1078.299
"ENSMUSG00000017843",5087.454,4560.548,5043.613,5034.828,3989.161,4467.198,4165.018,5366.999
"ENSMUSG00000017858",1603.626,1931.818,1582,1537,1718.863,1490,1148.003,1832.002
"ENSMUSG00000017861",1081.317,516.938,750.943,1476.361,399.986,448.099,317.947,1036.463
"ENSMUSG00000017868",0,0,0,0,1,0,0,3
"ENSMUSG00000017897",873.549,605.999,570,853,340,605.999,408,1196.001
"ENSMUSG00000017922",0,0,0,0,0,0,0,0
"ENSMUSG00000017929",3179.033,5336.602,3616.133,5588.357,3809.006,5801.77,10656,2395.023
"ENSMUSG00000017943",5,7,4,22,3,31,13,3
"ENSMUSG00000017950",1,1,34,2,0,0,0,8
"ENSMUSG00000017969",1813.035,1651.001,2481.797,2844.477,1530.324,1829.142,2324,3391.004
"ENSMUSG00000017978",216,181,200.999,260.049,120,257,299,197.001
"ENSMUSG00000017999",2416.803,1846.029,2372.003,2597.661,1701.843,2277.997,2414.007,2853.85
"ENSMUSG00000018001",3112,3041,3043.004,4375.993,2345.371,2421.643,5326.656,3174
"ENSMUSG00000018008",242.27,379.001,334.999,342.999,674,656.001,1065.115,571.627
"ENSMUSG00000018012",167,122,173,242.999,164,171.15,152,184
"ENSMUSG00000018040",2294.919,2045.263,2786.466,2464.137,1990.208,2381.431,2155.811,3006.821
"ENSMUSG00000018042",6602.957,10141.681,10727.379,7109.038,12044.712,8113.014,6400.579,9938.79
"ENSMUSG00000018068",1787.031,1323.453,1591.047,1762.534,1269.685,1439.193,1400.805,1874.838
"ENSMUSG00000018076",2258.831,2620,2438.104,2882.001,2831.86,2987.272,5095.459,2952.126
"ENSMUSG00000018102",1630.382,3926.059,2862.489,2351.681,4564.716,1480.964,1107.538,3167.19
"ENSMUSG00000018126",16,9.999,22,36,4,11,6,18
"ENSMUSG00000018143",2603.53,2998.156,2569.301,2855.367,2643.519,2136.977,2707.999,2628.279
"ENSMUSG00000018160",2638.834,2674.967,2488.155,2914.998,2155.34,2261.096,2982.428,3068.002
"ENSMUSG00000018166",337,378.007,330,365,308,943,312,312
"ENSMUSG00000018167",980.009,1213,1101,1062.001,1146,1270.97,903,1230
"ENSMUSG00000018168",19,62,17,21,101,74,301,20
"ENSMUSG00000018169",242,326,297,426,425,237.002,429.002,278.015
"ENSMUSG00000018171",6383.993,7217.982,10890.802,6669.912,14452.043,6936.491,10571.069,10042.083
"ENSMUSG00000018189",1098.652,948.446,1401.828,1101.955,1225.862,1004.375,912.724,1544.528
"ENSMUSG00000018196",1294.568,1493.815,1606.399,1684.326,1794.834,1529.651,1443.107,1841.321
"ENSMUSG00000018199",2098.301,2414,3735.089,2269.36,2117.004,2023,2082,2625.005
"ENSMUSG00000018209",1754,2089.001,1744,2066,1595,1877.006,2113,1870
"ENSMUSG00000018211",0,0,0,1,0,8,0,0
"ENSMUSG00000018217",2627.999,2811.996,3416.145,3682.173,3468,3609.586,3553.955,3400
"ENSMUSG00000018238",5420.149,1735.999,3681,8999.724,831,922,629.997,5128.576
"ENSMUSG00000018239",734,465,631,862,532,531,481,920
"ENSMUSG00000018259",0,0,0,2,3,0,0,0
"ENSMUSG00000018263",3.001,0,4.001,7.181,6,2.001,3.001,5.004
"ENSMUSG00000018286",4677.882,3978.049,5884.352,4585.442,4992.269,5288.099,3981.005,6495.54
"ENSMUSG00000018287",1761.938,2374.039,2196.736,1885.868,3384.411,1869.416,1477.706,2661.405
"ENSMUSG00000018293",11612.937,11845.562,16048.767,12727.62,16499.316,14640.844,13294.775,19769.808
"ENSMUSG00000018322",1378.194,1502,1437.017,1689.999,2065.003,1888.496,1675.968,2007.303
"ENSMUSG00000018326",8650.54,10009.455,13073.008,9559.616,12831.282,11661.296,9372.953,14227.867
"ENSMUSG00000018334",2004.002,1953,1569,3370.167,1349.215,4860.825,4105.173,2755
"ENSMUSG00000018339",18668.638,49242.367,34469.222,25855.383,79459.438,11734.952,14410.548,47082.249
"ENSMUSG00000018340",5930.027,5098.676,7589.041,6337.975,4469.999,5966.399,6253.326,5953.324
"ENSMUSG00000018341",13.156,10.492,11.5,5.153,10.406,6.263,23.722,10.66
"ENSMUSG00000018347",471,419.22,514.432,604,602.435,611,675,656
"ENSMUSG00000018362",4331.004,2388.67,3639.226,4817.747,1505.999,2164.001,2523.658,3853.934
"ENSMUSG00000018363",2647,2876.972,2664,3451.769,2262.342,2690.115,2972.371,2824.262
"ENSMUSG00000018372",970,843,1064,1285.001,1189.998,1211.138,1059,1449.256
"ENSMUSG00000018377",3215.436,3150.005,3444.648,3869.449,2830.072,4726.29,4614,3696.11
"ENSMUSG00000018378",2290.524,2597,2041.434,3108.55,3106.594,4416.7,3094.172,2999.001
"ENSMUSG00000018379",16822.519,13149.251,14459.53,17089.806,15552.117,18723.807,17926.484,19715.733
"ENSMUSG00000018381",236.86,397.764,318.448,364.98,579.749,354.811,449.791,332.216
"ENSMUSG00000018387",268.278,208.957,282.387,310.003,235.008,355.03,294.389,314
"ENSMUSG00000018395",1381.964,1077,1570.218,1781,1175,1470.016,1221,1974.809
"ENSMUSG00000018398",2153.116,2071.514,2754.001,2275,2039,2591.529,2714.001,2204
"ENSMUSG00000018401",1836.285,1740.757,1338,2383.999,1524,1761,1790.001,2192.285
"ENSMUSG00000018405",470,1347,470.909,515.81,1248.301,546,406,612
"ENSMUSG00000018411",226,1286.776,106,167,2591.058,109,160.999,231
"ENSMUSG00000018412",3130.001,3113.998,3019,3849.005,2696.239,3852.286,3936.566,3917.602
"ENSMUSG00000018415",1819.665,1930.142,1885.445,2368.959,1395.493,1988.113,2163.281,2034.063
"ENSMUSG00000018417",7530.749,4487.384,4929.086,7866.892,3245.059,5558.429,5784.015,6357.02
"ENSMUSG00000018425",2902.186,2294,3175.233,3296.841,2260.005,2980.195,2832.167,3809.461
"ENSMUSG00000018427",4202.981,2131.483,3839.95,3908.905,2391.139,4546.597,4395.15,4133.326
"ENSMUSG00000018428",3097,3804.007,4078.328,4452.533,3422.147,3317.279,4258.202,3140.762
"ENSMUSG00000018433",1378,1136,1443,1511.999,791,1206,1434.999,1405.068
"ENSMUSG00000018442",1765.794,2181.141,2296.648,2391.199,2331,2156.211,2236.772,2496.774
"ENSMUSG00000018446",3693.157,3341.326,3983.019,3677.883,3505.867,3786.963,3435.242,4991.603
"ENSMUSG00000018449",620.001,593,794,673.001,750.001,744,728.002,848.001
"ENSMUSG00000018451",87,96,82,113,110,231,181,202
"ENSMUSG00000018459",14,7,23,25,27,40,57,22
"ENSMUSG00000018470",2394.999,6725.71,3231.372,1734,7683.91,487,294,3217.864
"ENSMUSG00000018474",10451.636,13235.536,9548.088,13138.015,10283.336,13817.497,12291.566,13103.963
"ENSMUSG00000018476",3437.311,5035.283,3044.712,4524.081,4627.222,5038.49,9774.963,4277.808
"ENSMUSG00000018479",10,3,6,3,2,6,4,8
"ENSMUSG00000018481",4909.948,4931.376,5081.229,6228.033,5281.691,5488.424,5173.426,7744.171
"ENSMUSG00000018486",5,4,4,0,10,6,5,4
"ENSMUSG00000018500",71,168,93,119,102,76,474,52
"ENSMUSG00000018501",9929.681,10414.393,9770.802,11623.098,10485.62,11301.867,12124.005,11219.04
"ENSMUSG00000018507",207.298,244.27,323.831,297.313,448.918,279.202,380.269,348.023
"ENSMUSG00000018509",803,781.999,566,629.001,849,562,534.446,945.999
"ENSMUSG00000018537",1352.973,1408.001,1357.551,1594.348,1940.006,1934.154,1437.001,1970.652
"ENSMUSG00000018541",745.082,918.458,784.464,993.978,1115.634,1031.748,904.016,1066.781
"ENSMUSG00000018543",7,1,3,3,0,3,8,8
"ENSMUSG00000018547",1360,2073.121,1271,1482,1898,1063.813,1514,1292.514
"ENSMUSG00000018548",1860,1513.055,1580.554,2170,973.046,1440.001,1288.511,2299
"ENSMUSG00000018554",718,303.999,542,1315.001,225,212,105,919
"ENSMUSG00000018559",1890,2280.486,2577.437,2199,2688.999,2904.159,2380,2739
"ENSMUSG00000018565",1455,1332.001,1895.999,1480.469,1618,1797.001,1476,1906.125
"ENSMUSG00000018566",71,83,53,97,66,96.001,73,135.001
"ENSMUSG00000018567",5867.237,8728.351,9846.482,6564.959,10279.983,8476.362,7272.423,9082.146
"ENSMUSG00000018569",78.999,110,92,143,86.001,566.006,53,32.01
"ENSMUSG00000018570",213.999,131.001,144,205,128,290,139,220
"ENSMUSG00000018572",1781.997,2206.161,2028,2409.216,2400.021,2231.79,2013.074,2717.001
"ENSMUSG00000018574",2861.212,3951.392,4436.208,3649.618,3642.471,3575.247,3069.371,4266.889
"ENSMUSG00000018581",130.334,275.528,43.142,163.876,196.835,216.613,113.656,70.592
"ENSMUSG00000018583",7122.758,6053.11,7693.811,7569.298,6340.662,6698.947,7989.351,9146.059
"ENSMUSG00000018585",1201,1859.001,1872,1235.995,2809.246,1623.087,1124,1719.885
"ENSMUSG00000018589",0,0,0,0,0,0,0,0
"ENSMUSG00000018593",49193.398,89345.445,88854.224,48588.855,102950.847,35059.602,35505.054,65148.719
"ENSMUSG00000018595",4,1,2,6,0,0,7,3
"ENSMUSG00000018599",605,1062,661,518,1519,654,413,776.003
"ENSMUSG00000018604",2231.086,1371,3047.472,3325,1532.999,2337.098,3841.001,2761
"ENSMUSG00000018620",0,0,0,0,0,0,0,2
"ENSMUSG00000018623",1,1,1,0,0,83,0,0
"ENSMUSG00000018634",4,2,0,62,1,59,44,46
"ENSMUSG00000018648",243.001,74.999,157,312,102,110,36,218.063
"ENSMUSG00000018651",889,741,756.999,1022,929,1047.001,715,1452.001
"ENSMUSG00000018654",58,62,45.001,44,170,164,281.999,89
"ENSMUSG00000018656",0,2,0,0,2,0,1,2
"ENSMUSG00000018659",2352.566,2151,1724.999,2323.059,2568,1095,901.99,4076.52
"ENSMUSG00000018661",1152.97,1541.562,1406.528,1548.283,1631.195,1503.822,1381.922,1794.671
"ENSMUSG00000018666",4545.024,4211.828,5201.371,5143,5203,5884.146,4732.941,6505.487
"ENSMUSG00000018669",2236.167,2044.999,2656.453,2453.999,1869.999,2318.005,1652.001,3501.802
"ENSMUSG00000018672",916.999,1055.012,1602.444,1247,1167.996,1210,1043.001,1544.334
"ENSMUSG00000018677",3855.057,6268.013,5687.879,3993.035,7531.992,4599.001,3021.016,5292
"ENSMUSG00000018678",604,806,654,586,671.239,812.473,724.023,755
"ENSMUSG00000018697",1021.001,728.001,1217,1142.255,749.074,1017,1001.001,1448
"ENSMUSG00000018698",6,0,1,1,4,0,2,4
"ENSMUSG00000018707",14845.519,18061.807,13162.5,17748.028,13878.953,18097.531,18231.131,15960.402
"ENSMUSG00000018727",892.001,335,694,1413.999,191,207,126.999,982.001
"ENSMUSG00000018733",531.001,593.692,511.911,678.8,548,686.972,504.899,720.837
"ENSMUSG00000018736",2645.233,2954.691,2455.464,3227.001,2658.858,3054.948,3110.999,3009.001
"ENSMUSG00000018740",987.813,1061.149,905.434,2328.086,821.922,3278.885,2060.496,2123.793
"ENSMUSG00000018750",1676.23,2854.028,1942.003,2368.99,2763.027,2631,3006.271,2042
"ENSMUSG00000018752",287.534,397.794,360.636,357.59,377.271,463.728,577.258,403.366
"ENSMUSG00000018761",1808.998,2864.27,2106.663,1637.139,2849.901,2017.339,1606.03,2378.988
"ENSMUSG00000018765",4305.127,4057.603,4006.576,5633.056,3621.999,4864.371,4372.005,5340.786
"ENSMUSG00000018770",11883.357,18126.838,11594.75,14091.806,22649.624,25719.374,17367.257,16684.391
"ENSMUSG00000018774",355,514.999,600.37,586,885.483,1416,2384.759,926
"ENSMUSG00000018776",3.857,8,0,1,1,1,4,1
"ENSMUSG00000018796",982.002,2533.813,933.001,782.004,2347.001,422,461.784,722
"ENSMUSG00000018800",819.156,724.999,695.057,771,501,696.001,857.001,706.347
"ENSMUSG00000018809",399,324,375.02,374.998,444.999,422.217,334.86,381.998
"ENSMUSG00000018819",967,822,1134.999,1153.001,1514,1077.999,1570.001,1233.877
"ENSMUSG00000018820",1795.179,2708.39,2072.792,1913.835,2736.106,1995.002,1738.062,2332.773
"ENSMUSG00000018821",1737,4381.407,1785.083,782,6828.997,302,242,1658.134
"ENSMUSG00000018822",2,7,4,11,4,26,20,1
"ENSMUSG00000018830",8541.604,11084.087,9196.08,14557.428,9469.559,13391.233,11494.113,13254.405
"ENSMUSG00000018841",599.001,584,734,758.999,534,652,571,762
"ENSMUSG00000018844",7,10,6,11,12,16,10,11
"ENSMUSG00000018845",1040.001,1609,1387,1792.795,1389.001,3575.739,2211,726.419
"ENSMUSG00000018846",5853.341,10923.467,5466.559,8559,7246,10504.138,7853.004,4710.224
"ENSMUSG00000018848",2491.001,1911.001,3290.099,2901,1751.435,2614.221,2701,3323
"ENSMUSG00000018849",534,558,603,1138,450.993,1579.146,894,415
"ENSMUSG00000018858",1244.21,1239.532,1584.002,1292.046,1594,1437.189,909.087,1820.999
"ENSMUSG00000018861",10291.181,17717.603,16770.744,9583.952,27241.482,9711.189,5858.899,16663.093
"ENSMUSG00000018862",0,0,1,0,0,0,0,1
"ENSMUSG00000018865",30,13,28,42,14,43,21,27
"ENSMUSG00000018868",15,6,16,25,1,2,0,15
"ENSMUSG00000018882",1368.006,1178.005,1639.181,1315.012,1279.047,1351.665,1011.09,1671.998
"ENSMUSG00000018893",11,3,8,7,1,7,5,5
"ENSMUSG00000018899",1995.117,3175,1712.999,2350,4085.999,3923.152,11667.652,2530.998
"ENSMUSG00000018900",1457.947,1822.647,1898.678,1758.881,2194.014,1931.699,2235.815,2110.949
"ENSMUSG00000018906",610.319,484.563,1399.993,1382.707,350.258,741.683,1040.977,1221.45
"ENSMUSG00000018907",0,7,0,2,1,116,4,3
"ENSMUSG00000018909",1682.433,2059.297,3360.707,2346.994,1721.477,1609.024,2694.882,1860.329
"ENSMUSG00000018914",0,0,0,0,0,0,0,0
"ENSMUSG00000018916",4,12,3,8,26,7,15,3
"ENSMUSG00000018919",133,248,235,194,255,482,424,84
"ENSMUSG00000018920",801.219,1629.476,1298.621,1096.001,2344.68,1906.032,3969.418,899.872
"ENSMUSG00000018921",1652,1434.201,1545.199,2159,1346.948,1951.015,1975,1998
"ENSMUSG00000018923",325.999,472.738,533,338,533,421,354,537.66
"ENSMUSG00000018924",19,5,7,4,5,101,8,9
"ENSMUSG00000018925",0,1,0,0,1,0,16.006,1
"ENSMUSG00000018927",212,242,554,238,301,563,1096.995,378
"ENSMUSG00000018930",41,31,64,20,82,43,105,104
"ENSMUSG00000018931",1280,1267,1232,1895,912,1222,945.021,1307
"ENSMUSG00000018932",1791,2211.344,2049.755,1790.999,3256.029,1533.679,2864,1982.573
"ENSMUSG00000018965",5600.765,4977.113,9727.427,5988.631,6280.195,6133.038,6260.433,7693.125
"ENSMUSG00000018973",1,0,0,0,4,0,5,2
"ENSMUSG00000018974",2515,1855.135,2192.221,3602.019,1808.001,2729.997,2476.001,2945
"ENSMUSG00000018983",368,224,297,498,114,317,224,324
"ENSMUSG00000018986",212.593,168.574,185.09,204.513,230.712,254.179,226.97,246.422
"ENSMUSG00000018995",545,626,521.001,591,616.001,590,488.999,677
"ENSMUSG00000018999",1307.198,1376.002,1490.537,1536.072,1224.999,1611.001,1287.891,1801.994
"ENSMUSG00000019027",96,62,82,98,78,222,86,108
"ENSMUSG00000019039",2078.738,2600.169,2585.822,2751.441,4340.278,2966.551,1789.327,3179.609
"ENSMUSG00000019054",2092,2842.638,3345.492,2577.481,3479,3499.731,2292.611,3476.184
"ENSMUSG00000019055",2240.861,2375.558,3087.399,3305.089,2124.025,2756.018,2333.832,3087.757
"ENSMUSG00000019066",1065,1384.664,1432.999,1270,1271.001,903.512,759.999,965.055
"ENSMUSG00000019080",193.379,379.278,235.812,208.706,321.745,267.366,184.859,294.319
"ENSMUSG00000019082",1810.999,1861.186,1754.104,2419.001,2091,3333,2409,2325.417
"ENSMUSG00000019087",6157.613,10161.053,7692.983,6022.346,9246,6333.382,6402.743,6640.815
"ENSMUSG00000019088",431,709.103,536.086,473.001,672.477,728.525,654,598.823
"ENSMUSG00000019102",8,26,15,15,15,17,30,19
"ENSMUSG00000019122",116.68,121.036,229.264,125.973,303.301,270.852,547.797,225.732
"ENSMUSG00000019124",113.003,79,390.012,131,74.001,119.001,38.003,236
"ENSMUSG00000019132",9456.054,11417.83,16089.397,9103.172,16529.096,11838.495,12463.998,17390.28
"ENSMUSG00000019139",7140.346,6604,10233.293,11617.993,7374.312,10183.68,7980.607,14300.443
"ENSMUSG00000019143",1227.091,1477.655,1275.254,1624.724,1630.857,1578.918,1191.969,1877.787
"ENSMUSG00000019146",7.236,1.532,3.195,5.971,16.002,5.001,4.244,4.855
"ENSMUSG00000019158",619,1137,1031,580,1522,612,420,944.971
"ENSMUSG00000019173",5628.562,6171.028,8045.569,5977.088,6306,6136.839,5700.205,6815.193
"ENSMUSG00000019178",18,10,6,12,9,38.001,10,9
"ENSMUSG00000019179",8304.708,8457.754,10436.723,8447.022,8734.03,9643.844,7744.405,11021.398
"ENSMUSG00000019188",7426.989,5276.056,10446.873,7363.001,6088.799,7464.47,6055.999,9927.423
"ENSMUSG00000019189",2572.39,2197.23,3001.97,3643.593,1873.001,4720.007,3916,3730
"ENSMUSG00000019194",267,398,462.031,370,530,330.456,486.001,533.999
"ENSMUSG00000019210",3338.009,6641.116,5865.558,3812.058,8513.977,4279.819,3684.006,5386.999
"ENSMUSG00000019214",514.65,294.056,412.126,513.732,208.736,398.015,280.87,550.863
"ENSMUSG00000019230",618.035,679.974,802.052,947.033,1391.028,2977.246,1218.989,666.003
"ENSMUSG00000019232",8,0,6,3,5,2,7,10
"ENSMUSG00000019235",79,69.002,53.001,62.002,125.008,100.001,72.001,92.006
"ENSMUSG00000019254",3312.175,3203.767,3616.055,4516,4279.016,3659,3716.001,4828.996
"ENSMUSG00000019256",789,494.117,796,1110,998,1099,1600,1203
"ENSMUSG00000019261",1327.442,1207.992,1249.002,1628.541,1418.025,1593.999,1709.142,1827.11
"ENSMUSG00000019278",171,637,273,694,876.001,568,351,652
"ENSMUSG00000019295",594.535,1042.66,832.773,697,978.942,704.788,499.778,853.566
"ENSMUSG00000019297",1073.823,895.327,1202.671,1081.56,899.768,916.683,964.958,1431.548
"ENSMUSG00000019301",7282.786,3900.402,3851.994,9843.457,1234,20720.213,10864.082,9301.789
"ENSMUSG00000019302",3204.001,5884.416,3597.444,3986,6261.607,5113.073,4505,3808
"ENSMUSG00000019303",259.104,192.956,268.748,418.496,165.61,270.812,193.877,368.249
"ENSMUSG00000019312",46,62,77.999,66.001,40.999,163,45,18
"ENSMUSG00000019320",145.823,142.313,115.715,269.218,168.088,195.467,121.696,239.132
"ENSMUSG00000019326",1378.841,1593.003,1153,2868,1025,2981,3710.529,2410
"ENSMUSG00000019338",1972.979,1889.553,1866.179,2293.915,1656.679,1961.563,1865.679,1944.835
"ENSMUSG00000019359",1536.008,623.001,1276,3108,421.131,1123,896,2975.748
"ENSMUSG00000019362",2395.117,3012.029,3513.81,2683,4317.804,3013.761,2278.561,3425.66
"ENSMUSG00000019368",11,43,29,45,36,96,26,35
"ENSMUSG00000019370",9209.065,17558.111,11590.697,9791.41,13716.791,9490.198,8019.145,9557.394
"ENSMUSG00000019373",2221.997,2103.629,2663.001,2187.572,1996.564,1837.261,1799.987,2613.923
"ENSMUSG00000019428",6611.121,8800.095,9256.454,7213.553,10142.149,8365.71,6411.094,9085.717
"ENSMUSG00000019429",2,0,3,3,0,0,1,1
"ENSMUSG00000019432",12303.797,9037.819,10415.029,12822.005,9547.11,12449.854,11320.925,13886.288
"ENSMUSG00000019433",1453.015,1285,1762.998,1427,1403.507,1548,1060.251,1999
